150	175	200	225	250	275	300	125	325	350	375	400
175	200	225	250	275	300	325	150	350	375	400	425
200	225	250	275	300	325	350	175	375	400	425	450
225	250	275	300	325	350	375	200	400	425	450	475
250	275	300	325	350	375	400	225	425	450	475	500
275	300	325	350	375	400	425	250	450	475	500	525
475	450	425	400	375	350	325	500	300	275	250	225
50	75	100	125	150	175	200	225	25	250	275	300
75	100	125	150	175	200	225	250	50	275	300	325
100	125	150	175	200	225	250	275	75	300	325	350
125	150	175	200	225	250	275	300	100	325	350	375
150	175	200	225	250	275	300	325	125	350	375	400
175	200	225	250	275	300	325	350	150	375	400	425
200	225	250	275	300	325	350	375	175	400	425	450
225	250	275	300	325	350	375	400	200	425	450	475
250	275	300	325	350	375	400	425	225	450	475	500
275	300	325	350	375	400	425	450	250	475	500	525
475	450	425	400	375	350	325	300	500	275	250	225
50	75	100	125	150	175	200	225	250	25	275	300
75	100	125	150	175	200	225	250	275	50	300	325
100	125	150	175	200	225	250	275	300	75	325	350
125	150	175	200	225	250	275	300	325	100	350	375
150	175	200	225	250	275	300	325	350	125	375	400
175	200	225	250	275	300	325	350	375	150	400	425
200	225	250	275	300	325	350	375	400	175	425	450
225	250	275	300	325	350	375	400	425	200	450	475
250	275	300	325	350	375	400	425	450	225	475	500
275	300	325	350	375	400	425	450	475	250	500	525
475	450	425	400	375	350	325	300	275	500	250	225
50	75	100	125	150	175	200	225	250	275	25	300
75	100	125	150	175	200	225	250	275	300	50	325
100	125	150	175	200	225	250	275	300	325	75	350
125	150	175	200	225	250	275	300	325	350	100	375
150	175	200	225	250	275	300	325	350	375	125	400
175	200	225	250	275	300	325	350	375	400	150	425
200	225	250	275	300	325	350	375	400	425	175	450
225	250	275	300	325	350	375	400	425	450	200	475
250	275	300	325	350	375	400	425	450	475	225	500
275	300	325	350	375	400	425	450	475	500	250	525
475	450	425	400	375	350	325	300	275	250	500	225
50	75	100	125	150	175	200	225	250	275	300	25
75	100	125	150	175	200	225	250	275	300	325	50
100	125	150	175	200	225	250	275	300	325	350	75
125	150	175	200	225	250	275	300	325	350	375	100
150	175	200	225	250	275	300	325	350	375	400	125
175	200	225	250	275	300	325	350	375	400	425	150
200	225	250	275	300	325	350	375	400	425	450	175
225	250	275	300	325	350	375	400	425	450	475	200
250	275	300	325	350	375	400	425	450	475	500	225
275	300	325	350	375	400	425	450	475	500	525	250
475	450	425	400	375	350	325	300	275	250	225	500
25	75	50	100	125	150	175	200	225	250	275	300
50	100	75	125	150	175	200	225	250	275	300	325
75	125	100	150	175	200	225	250	275	300	325	350
100	150	125	175	200	225	250	275	300	325	350	375
125	175	150	200	225	250	275	300	325	350	375	400
150	200	175	225	250	275	300	325	350	375	400	425
175	225	200	250	275	300	325	350	375	400	425	450
200	250	225	275	300	325	350	375	400	425	450	475
225	275	250	300	325	350	375	400	425	450	475	500
250	300	275	325	350	375	400	425	450	475	500	525
500	450	475	425	400	375	350	325	300	275	250	225
25	75	100	50	125	150	175	200	225	250	275	300
50	100	125	75	150	175	200	225	250	275	300	325
75	125	150	100	175	200	225	250	275	300	325	350
100	150	175	125	200	225	250	275	300	325	350	375
125	175	200	150	225	250	275	300	325	350	375	400
150	200	225	175	250	275	300	325	350	375	400	425
175	225	250	200	275	300	325	350	375	400	425	450
200	250	275	225	300	325	350	375	400	425	450	475
225	275	300	250	325	350	375	400	425	450	475	500
250	300	325	275	350	375	400	425	450	475	500	525
500	450	425	475	400	375	350	325	300	275	250	225
25	75	100	125	50	150	175	200	225	250	275	300
50	100	125	150	75	175	200	225	250	275	300	325
75	125	150	175	100	200	225	250	275	300	325	350
100	150	175	200	125	225	250	275	300	325	350	375
125	175	200	225	150	250	275	300	325	350	375	400
150	200	225	250	175	275	300	325	350	375	400	425
175	225	250	275	200	300	325	350	375	400	425	450
200	250	275	300	225	325	350	375	400	425	450	475
225	275	300	325	250	350	375	400	425	450	475	500
250	300	325	350	275	375	400	425	450	475	500	525
500	450	425	400	475	375	350	325	300	275	250	225
25	75	100	125	150	50	175	200	225	250	275	300
50	100	125	150	175	75	200	225	250	275	300	325
75	125	150	175	200	100	225	250	275	300	325	350
100	150	175	200	225	125	250	275	300	325	350	375
125	175	200	225	250	150	275	300	325	350	375	400
150	200	225	250	275	175	300	325	350	375	400	425
175	225	250	275	300	200	325	350	375	400	425	450
200	250	275	300	325	225	350	375	400	425	450	475
225	275	300	325	350	250	375	400	425	450	475	500
250	300	325	350	375	275	400	425	450	475	500	525
500	450	425	400	375	475	350	325	300	275	250	225
25	75	100	125	150	175	50	200	225	250	275	300
50	100	125	150	175	200	75	225	250	275	300	325
75	125	150	175	200	225	100	250	275	300	325	350
100	150	175	200	225	250	125	275	300	325	350	375
125	175	200	225	250	275	150	300	325	350	375	400
150	200	225	250	275	300	175	325	350	375	400	425
175	225	250	275	300	325	200	350	375	400	425	450
200	250	275	300	325	350	225	375	400	425	450	475
225	275	300	325	350	375	250	400	425	450	475	500
250	300	325	350	375	400	275	425	450	475	500	525
500	450	425	400	375	350	475	325	300	275	250	225
25	75	100	125	150	175	200	50	225	250	275	300
50	100	125	150	175	200	225	75	250	275	300	325
75	125	150	175	200	225	250	100	275	300	325	350
100	150	175	200	225	250	275	125	300	325	350	375
125	175	200	225	250	275	300	150	325	350	375	400
150	200	225	250	275	300	325	175	350	375	400	425
175	225	250	275	300	325	350	200	375	400	425	450
200	250	275	300	325	350	375	225	400	425	450	475
225	275	300	325	350	375	400	250	425	450	475	500
250	300	325	350	375	400	425	275	450	475	500	525
500	450	425	400	375	350	325	475	300	275	250	225
25	75	100	125	150	175	200	225	50	250	275	300
50	100	125	150	175	200	225	250	75	275	300	325
75	125	150	175	200	225	250	275	100	300	325	350
100	150	175	200	225	250	275	300	125	325	350	375
125	175	200	225	250	275	300	325	150	350	375	400
150	200	225	250	275	300	325	350	175	375	400	425
175	225	250	275	300	325	350	375	200	400	425	450
200	250	275	300	325	350	375	400	225	425	450	475
225	275	300	325	350	375	400	425	250	450	475	500
250	300	325	350	375	400	425	450	275	475	500	525
500	450	425	400	375	350	325	300	475	275	250	225
25	75	100	125	150	175	200	225	250	50	275	300
50	100	125	150	175	200	225	250	275	75	300	325
75	125	150	175	200	225	250	275	300	100	325	350
100	150	175	200	225	250	275	300	325	125	350	375
125	175	200	225	250	275	300	325	350	150	375	400
150	200	225	250	275	300	325	350	375	175	400	425
175	225	250	275	300	325	350	375	400	200	425	450
200	250	275	300	325	350	375	400	425	225	450	475
225	275	300	325	350	375	400	425	450	250	475	500
250	300	325	350	375	400	425	450	475	275	500	525
500	450	425	400	375	350	325	300	275	475	250	225
25	75	100	125	150	175	200	225	250	275	50	300
50	100	125	150	175	200	225	250	275	300	75	325
75	125	150	175	200	225	250	275	300	325	100	350
100	150	175	200	225	250	275	300	325	350	125	375
125	175	200	225	250	275	300	325	350	375	150	400
150	200	225	250	275	300	325	350	375	400	175	425
175	225	250	275	300	325	350	375	400	425	200	450
200	250	275	300	325	350	375	400	425	450	225	475
225	275	300	325	350	375	400	425	450	475	250	500
250	300	325	350	375	400	425	450	475	500	275	525
500	450	425	400	375	350	325	300	275	250	475	225
25	75	100	125	150	175	200	225	250	275	300	50
50	100	125	150	175	200	225	250	275	300	325	75
75	125	150	175	200	225	250	275	300	325	350	100
100	150	175	200	225	250	275	300	325	350	375	125
125	175	200	225	250	275	300	325	350	375	400	150
150	200	225	250	275	300	325	350	375	400	425	175
175	225	250	275	300	325	350	375	400	425	450	200
200	250	275	300	325	350	375	400	425	450	475	225
225	275	300	325	350	375	400	425	450	475	500	250
250	300	325	350	375	400	425	450	475	500	525	275
500	450	425	400	375	350	325	300	275	250	225	475
25	50	100	75	125	150	175	200	225	250	275	300
50	75	125	100	150	175	200	225	250	275	300	325
75	100	150	125	175	200	225	250	275	300	325	350
100	125	175	150	200	225	250	275	300	325	350	375
125	150	200	175	225	250	275	300	325	350	375	400
150	175	225	200	250	275	300	325	350	375	400	425
175	200	250	225	275	300	325	350	375	400	425	450
200	225	275	250	300	325	350	375	400	425	450	475
225	250	300	275	325	350	375	400	425	450	475	500
250	275	325	300	350	375	400	425	450	475	500	525
500	475	425	450	400	375	350	325	300	275	250	225
25	50	100	125	75	150	175	200	225	250	275	300
50	75	125	150	100	175	200	225	250	275	300	325
75	100	150	175	125	200	225	250	275	300	325	350
100	125	175	200	150	225	250	275	300	325	350	375
125	150	200	225	175	250	275	300	325	350	375	400
150	175	225	250	200	275	300	325	350	375	400	425
175	200	250	275	225	300	325	350	375	400	425	450
200	225	275	300	250	325	350	375	400	425	450	475
225	250	300	325	275	350	375	400	425	450	475	500
250	275	325	350	300	375	400	425	450	475	500	525
500	475	425	400	450	375	350	325	300	275	250	225
25	50	100	125	150	75	175	200	225	250	275	300
50	75	125	150	175	100	200	225	250	275	300	325
75	100	150	175	200	125	225	250	275	300	325	350
100	125	175	200	225	150	250	275	300	325	350	375
125	150	200	225	250	175	275	300	325	350	375	400
150	175	225	250	275	200	300	325	350	375	400	425
175	200	250	275	300	225	325	350	375	400	425	450
200	225	275	300	325	250	350	375	400	425	450	475
225	250	300	325	350	275	375	400	425	450	475	500
250	275	325	350	375	300	400	425	450	475	500	525
500	475	425	400	375	450	350	325	300	275	250	225
25	50	100	125	150	175	75	200	225	250	275	300
50	75	125	150	175	200	100	225	250	275	300	325
75	100	150	175	200	225	125	250	275	300	325	350
100	125	175	200	225	250	150	275	300	325	350	375
125	150	200	225	250	275	175	300	325	350	375	400
150	175	225	250	275	300	200	325	350	375	400	425
175	200	250	275	300	325	225	350	375	400	425	450
200	225	275	300	325	350	250	375	400	425	450	475
225	250	300	325	350	375	275	400	425	450	475	500
250	275	325	350	375	400	300	425	450	475	500	525
500	475	425	400	375	350	450	325	300	275	250	225
25	50	100	125	150	175	200	75	225	250	275	300
50	75	125	150	175	200	225	100	250	275	300	325
75	100	150	175	200	225	250	125	275	300	325	350
100	125	175	200	225	250	275	150	300	325	350	375
125	150	200	225	250	275	300	175	325	350	375	400
150	175	225	250	275	300	325	200	350	375	400	425
175	200	250	275	300	325	350	225	375	400	425	450
200	225	275	300	325	350	375	250	400	425	450	475
225	250	300	325	350	375	400	275	425	450	475	500
250	275	325	350	375	400	425	300	450	475	500	525
500	475	425	400	375	350	325	450	300	275	250	225
25	50	100	125	150	175	200	225	75	250	275	300
50	75	125	150	175	200	225	250	100	275	300	325
75	100	150	175	200	225	250	275	125	300	325	350
100	125	175	200	225	250	275	300	150	325	350	375
125	150	200	225	250	275	300	325	175	350	375	400
150	175	225	250	275	300	325	350	200	375	400	425
175	200	250	275	300	325	350	375	225	400	425	450
200	225	275	300	325	350	375	400	250	425	450	475
225	250	300	325	350	375	400	425	275	450	475	500
250	275	325	350	375	400	425	450	300	475	500	525
500	475	425	400	375	350	325	300	450	275	250	225
25	50	100	125	150	175	200	225	250	75	275	300
50	75	125	150	175	200	225	250	275	100	300	325
75	100	150	175	200	225	250	275	300	125	325	350
100	125	175	200	225	250	275	300	325	150	350	375
125	150	200	225	250	275	300	325	350	175	375	400
150	175	225	250	275	300	325	350	375	200	400	425
175	200	250	275	300	325	350	375	400	225	425	450
200	225	275	300	325	350	375	400	425	250	450	475
225	250	300	325	350	375	400	425	450	275	475	500
250	275	325	350	375	400	425	450	475	300	500	525
500	475	425	400	375	350	325	300	275	450	250	225
25	50	100	125	150	175	200	225	250	275	75	300
50	75	125	150	175	200	225	250	275	300	100	325
75	100	150	175	200	225	250	275	300	325	125	350
100	125	175	200	225	250	275	300	325	350	150	375
125	150	200	225	250	275	300	325	350	375	175	400
150	175	225	250	275	300	325	350	375	400	200	425
175	200	250	275	300	325	350	375	400	425	225	450
200	225	275	300	325	350	375	400	425	450	250	475
225	250	300	325	350	375	400	425	450	475	275	500
250	275	325	350	375	400	425	450	475	500	300	525
500	475	425	400	375	350	325	300	275	250	450	225
25	50	100	125	150	175	200	225	250	275	75	300
50	75	125	150	175	200	225	250	275	300	100	325
75	100	150	175	200	225	250	275	300	325	125	350
100	125	175	200	225	250	275	300	325	350	150	375
125	150	200	225	250	275	300	325	350	375	175	400
150	175	225	250	275	300	325	350	375	400	200	425
175	200	250	275	300	325	350	375	400	425	225	450
200	225	275	300	325	350	375	400	425	450	250	475
225	250	300	325	350	375	400	425	450	475	275	500
250	275	325	350	375	400	425	450	475	500	300	525
500	475	425	400	375	350	325	300	275	250	450	225
25	50	100	125	150	175	200	225	250	275	300	75
50	75	125	150	175	200	225	250	275	300	325	100
75	100	150	175	200	225	250	275	300	325	350	125
100	125	175	200	225	250	275	300	325	350	375	150
125	150	200	225	250	275	300	325	350	375	400	175
150	175	225	250	275	300	325	350	375	400	425	200
175	200	250	275	300	325	350	375	400	425	450	225
200	225	275	300	325	350	375	400	425	450	475	250
225	250	300	325	350	375	400	425	450	475	500	275
250	275	325	350	375	400	425	450	475	500	525	300
500	475	425	400	375	350	325	300	275	250	225	450
25	50	75	125	100	150	175	200	225	250	275	300
50	75	100	150	125	175	200	225	250	275	300	325
75	100	125	175	150	200	225	250	275	300	325	350
100	125	150	200	175	225	250	275	300	325	350	375
125	150	175	225	200	250	275	300	325	350	375	400
150	175	200	250	225	275	300	325	350	375	400	425
175	200	225	275	250	300	325	350	375	400	425	450
200	225	250	300	275	325	350	375	400	425	450	475
225	250	275	325	300	350	375	400	425	450	475	500
250	275	300	350	325	375	400	425	450	475	500	525
500	475	450	400	425	375	350	325	300	275	250	225
25	50	75	125	150	100	175	200	225	250	275	300
50	75	100	150	175	125	200	225	250	275	300	325
75	100	125	175	200	150	225	250	275	300	325	350
100	125	150	200	225	175	250	275	300	325	350	375
125	150	175	225	250	200	275	300	325	350	375	400
150	175	200	250	275	225	300	325	350	375	400	425
175	200	225	275	300	250	325	350	375	400	425	450
200	225	250	300	325	275	350	375	400	425	450	475
225	250	275	325	350	300	375	400	425	450	475	500
250	275	300	350	375	325	400	425	450	475	500	525
500	475	450	400	375	425	350	325	300	275	250	225
25	50	75	125	150	175	100	200	225	250	275	300
50	75	100	150	175	200	125	225	250	275	300	325
75	100	125	175	200	225	150	250	275	300	325	350
100	125	150	200	225	250	175	275	300	325	350	375
125	150	175	225	250	275	200	300	325	350	375	400
150	175	200	250	275	300	225	325	350	375	400	425
175	200	225	275	300	325	250	350	375	400	425	450
200	225	250	300	325	350	275	375	400	425	450	475
225	250	275	325	350	375	300	400	425	450	475	500
250	275	300	350	375	400	325	425	450	475	500	525
500	475	450	400	375	350	425	325	300	275	250	225
25	50	75	125	150	175	200	100	225	250	275	300
50	75	100	150	175	200	225	125	250	275	300	325
75	100	125	175	200	225	250	150	275	300	325	350
100	125	150	200	225	250	275	175	300	325	350	375
125	150	175	225	250	275	300	200	325	350	375	400
150	175	200	250	275	300	325	225	350	375	400	425
175	200	225	275	300	325	350	250	375	400	425	450
200	225	250	300	325	350	375	275	400	425	450	475
225	250	275	325	350	375	400	300	425	450	475	500
250	275	300	350	375	400	425	325	450	475	500	525
500	475	450	400	375	350	325	425	300	275	250	225
25	50	75	125	150	175	200	225	100	250	275	300
50	75	100	150	175	200	225	250	125	275	300	325
75	100	125	175	200	225	250	275	150	300	325	350
100	125	150	200	225	250	275	300	175	325	350	375
125	150	175	225	250	275	300	325	200	350	375	400
150	175	200	250	275	300	325	350	225	375	400	425
175	200	225	275	300	325	350	375	250	400	425	450
200	225	250	300	325	350	375	400	275	425	450	475
225	250	275	325	350	375	400	425	300	450	475	500
250	275	300	350	375	400	425	450	325	475	500	525
500	475	450	400	375	350	325	300	425	275	250	225
25	50	75	125	150	175	200	225	250	100	275	300
50	75	100	150	175	200	225	250	275	125	300	325
75	100	125	175	200	225	250	275	300	150	325	350
100	125	150	200	225	250	275	300	325	175	350	375
125	150	175	225	250	275	300	325	350	200	375	400
150	175	200	250	275	300	325	350	375	225	400	425
175	200	225	275	300	325	350	375	400	250	425	450
200	225	250	300	325	350	375	400	425	275	450	475
225	250	275	325	350	375	400	425	450	300	475	500
250	275	300	350	375	400	425	450	475	325	500	525
500	475	450	400	375	350	325	300	275	425	250	225
25	50	75	125	150	175	200	225	250	275	100	300
50	75	100	150	175	200	225	250	275	300	125	325
75	100	125	175	200	225	250	275	300	325	150	350
100	125	150	200	225	250	275	300	325	350	175	375
125	150	175	225	250	275	300	325	350	375	200	400
150	175	200	250	275	300	325	350	375	400	225	425
175	200	225	275	300	325	350	375	400	425	250	450
200	225	250	300	325	350	375	400	425	450	275	475
225	250	275	325	350	375	400	425	450	475	300	500
250	275	300	350	375	400	425	450	475	500	325	525
500	475	450	400	375	350	325	300	275	250	425	225
25	50	75	125	150	175	200	225	250	275	300	100
50	75	100	150	175	200	225	250	275	300	325	125
75	100	125	175	200	225	250	275	300	325	350	150
100	125	150	200	225	250	275	300	325	350	375	175
125	150	175	225	250	275	300	325	350	375	400	200
150	175	200	250	275	300	325	350	375	400	425	225
175	200	225	275	300	325	350	375	400	425	450	250
200	225	250	300	325	350	375	400	425	450	475	275
225	250	275	325	350	375	400	425	450	475	500	300
250	275	300	350	375	400	425	450	475	500	525	325
500	475	450	400	375	350	325	300	275	250	225	425
25	50	75	100	125	175	150	200	225	250	275	300
50	75	100	125	150	200	175	225	250	275	300	325
75	100	125	150	175	225	200	250	275	300	325	350
100	125	150	175	200	250	225	275	300	325	350	375
125	150	175	200	225	275	250	300	325	350	375	400
150	175	200	225	250	300	275	325	350	375	400	425
175	200	225	250	275	325	300	350	375	400	425	450
200	225	250	275	300	350	325	375	400	425	450	475
225	250	275	300	325	375	350	400	425	450	475	500
250	275	300	325	350	400	375	425	450	475	500	525
500	475	450	425	400	350	375	325	300	275	250	225
25	50	75	100	125	175	200	225	250	275	300	150
50	75	100	125	150	200	225	250	275	300	325	175
75	100	125	150	175	225	250	275	300	325	350	200
100	125	150	175	200	250	275	300	325	350	375	225
125	150	175	200	225	275	300	325	350	375	400	250
150	175	200	225	250	300	325	350	375	400	425	275
175	200	225	250	275	325	350	375	400	425	450	300
200	225	250	275	300	350	375	400	425	450	475	325
225	250	275	300	325	375	400	425	450	475	500	350
250	275	300	325	350	400	425	450	475	500	525	375
500	475	450	425	400	350	325	300	275	250	225	375
25	50	75	100	125	175	200	150	225	250	275	300
50	75	100	125	150	200	225	175	250	275	300	325
75	100	125	150	175	225	250	200	275	300	325	350
100	125	150	175	200	250	275	225	300	325	350	375
125	150	175	200	225	275	300	250	325	350	375	400
150	175	200	225	250	300	325	275	350	375	400	425
175	200	225	250	275	325	350	300	375	400	425	450
200	225	250	275	300	350	375	325	400	425	450	475
225	250	275	300	325	375	400	350	425	450	475	500
250	275	300	325	350	400	425	375	450	475	500	525
500	475	450	425	400	350	325	375	300	275	250	225
25	50	75	100	125	175	200	225	150	250	275	300
50	75	100	125	150	200	225	250	175	275	300	325
75	100	125	150	175	225	250	275	200	300	325	350
100	125	150	175	200	250	275	300	225	325	350	375
125	150	175	200	225	275	300	325	250	350	375	400
150	175	200	225	250	300	325	350	275	375	400	425
175	200	225	250	275	325	350	375	300	400	425	450
200	225	250	275	300	350	375	400	325	425	450	475
225	250	275	300	325	375	400	425	350	450	475	500
250	275	300	325	350	400	425	450	375	475	500	525
500	475	450	425	400	350	325	300	375	275	250	225
25	50	75	100	125	175	200	225	250	150	275	300
50	75	100	125	150	200	225	250	275	175	300	325
75	100	125	150	175	225	250	275	300	200	325	350
100	125	150	175	200	250	275	300	325	225	350	375
125	150	175	200	225	275	300	325	350	250	375	400
150	175	200	225	250	300	325	350	375	275	400	425
175	200	225	250	275	325	350	375	400	300	425	450
200	225	250	275	300	350	375	400	425	325	450	475
225	250	275	300	325	375	400	425	450	350	475	500
250	275	300	325	350	400	425	450	475	375	500	525
500	475	450	425	400	350	325	300	275	375	250	225
25	50	75	100	125	175	200	225	250	275	150	300
50	75	100	125	150	200	225	250	275	300	175	325
75	100	125	150	175	225	250	275	300	325	200	350
100	125	150	175	200	250	275	300	325	350	225	375
125	150	175	200	225	275	300	325	350	375	250	400
150	175	200	225	250	300	325	350	375	400	275	425
175	200	225	250	275	325	350	375	400	425	300	450
200	225	250	275	300	350	375	400	425	450	325	475
225	250	275	300	325	375	400	425	450	475	350	500
250	275	300	325	350	400	425	450	475	500	375	525
500	475	450	425	400	350	325	300	275	250	375	225
25	50	75	100	125	150	200	175	225	250	275	300
50	75	100	125	150	175	225	200	250	275	300	325
75	100	125	150	175	200	250	225	275	300	325	350
100	125	150	175	200	225	275	250	300	325	350	375
125	150	175	200	225	250	300	275	325	350	375	400
150	175	200	225	250	275	325	300	350	375	400	425
175	200	225	250	275	300	350	325	375	400	425	450
200	225	250	275	300	325	375	350	400	425	450	475
225	250	275	300	325	350	400	375	425	450	475	500
250	275	300	325	350	375	425	400	450	475	500	525
500	475	450	425	400	375	325	350	300	275	250	225
25	50	75	100	125	150	200	225	175	250	275	300
50	75	100	125	150	175	225	250	200	275	300	325
75	100	125	150	175	200	250	275	225	300	325	350
100	125	150	175	200	225	275	300	250	325	350	375
125	150	175	200	225	250	300	325	275	350	375	400
150	175	200	225	250	275	325	350	300	375	400	425
175	200	225	250	275	300	350	375	325	400	425	450
200	225	250	275	300	325	375	400	350	425	450	475
225	250	275	300	325	350	400	425	375	450	475	500
250	275	300	325	350	375	425	450	400	475	500	525
500	475	450	425	400	375	325	300	350	275	250	225
25	50	75	100	125	150	200	225	250	175	275	300
50	75	100	125	150	175	225	250	275	200	300	325
75	100	125	150	175	200	250	275	300	225	325	350
100	125	150	175	200	225	275	300	325	250	350	375
125	150	175	200	225	250	300	325	350	275	375	400
150	175	200	225	250	275	325	350	375	300	400	425
175	200	225	250	275	300	350	375	400	325	425	450
200	225	250	275	300	325	375	400	425	350	450	475
225	250	275	300	325	350	400	425	450	375	475	500
250	275	300	325	350	375	425	450	475	400	500	525
500	475	450	425	400	375	325	300	275	350	250	225
25	50	75	100	125	150	200	225	250	275	175	300
50	75	100	125	150	175	225	250	275	300	200	325
75	100	125	150	175	200	250	275	300	325	225	350
100	125	150	175	200	225	275	300	325	350	250	375
125	150	175	200	225	250	300	325	350	375	275	400
150	175	200	225	250	275	325	350	375	400	300	425
175	200	225	250	275	300	350	375	400	425	325	450
200	225	250	275	300	325	375	400	425	450	350	475
225	250	275	300	325	350	400	425	450	475	375	500
250	275	300	325	350	375	425	450	475	500	400	525
500	475	450	425	400	375	325	300	275	250	350	225
25	50	75	100	125	150	200	225	250	275	300	175
50	75	100	125	150	175	225	250	275	300	325	200
75	100	125	150	175	200	250	275	300	325	350	225
100	125	150	175	200	225	275	300	325	350	375	250
125	150	175	200	225	250	300	325	350	375	400	275
150	175	200	225	250	275	325	350	375	400	425	300
175	200	225	250	275	300	350	375	400	425	450	325
200	225	250	275	300	325	375	400	425	450	475	350
225	250	275	300	325	350	400	425	450	475	500	375
250	275	300	325	350	375	425	450	475	500	525	400
500	475	450	425	400	375	325	300	275	250	225	350
25	50	75	100	125	150	175	225	200	250	275	300
50	75	100	125	150	175	200	250	225	275	300	325
75	100	125	150	175	200	225	275	250	300	325	350
100	125	150	175	200	225	250	300	275	325	350	375
125	150	175	200	225	250	275	325	300	350	375	400
150	175	200	225	250	275	300	350	325	375	400	425
175	200	225	250	275	300	325	375	350	400	425	450
200	225	250	275	300	325	350	400	375	425	450	475
225	250	275	300	325	350	375	425	400	450	475	500
250	275	300	325	350	375	400	450	425	475	500	525
500	475	450	425	400	375	350	300	325	275	250	225
25	50	75	100	125	150	175	225	250	200	275	300
50	75	100	125	150	175	200	250	275	225	300	325
75	100	125	150	175	200	225	275	300	250	325	350
100	125	150	175	200	225	250	300	325	275	350	375
125	150	175	200	225	250	275	325	350	300	375	400
150	175	200	225	250	275	300	350	375	325	400	425
175	200	225	250	275	300	325	375	400	350	425	450
200	225	250	275	300	325	350	400	425	375	450	475
225	250	275	300	325	350	375	425	450	400	475	500
250	275	300	325	350	375	400	450	475	425	500	525
500	475	450	425	400	375	350	300	275	325	250	225
